"","precio","quilate","corte","color","claridad","profundidad","tabla","x","y","z"
"49264",2088,0.7,"Bueno","H","SI1",61.9,62,5.57,5.61,3.46
"49265",2088,0.62,"Regular","F","VVS2",57.1,60,5.65,5.7,3.24
"49266",2088,0.58,"Ideal","F","VS1",62.1,56,5.38,5.32,3.32
"49267",2088,0.8,"Premium","J","SI1",60,60,6.1,5.97,3.66
"49268",2089,0.77,"Premium","I","SI1",60.4,58,5.96,5.99,3.61
"49269",2089,0.7,"Ideal","F","SI1",62.6,56,5.66,5.69,3.55
"49270",2089,0.72,"Ideal","G","SI2",62.1,55.3,5.72,5.74,3.56
"49271",2089,0.64,"Ideal","E","SI1",62,56,5.57,5.53,3.44
"49272",2090,0.6,"Ideal","E","SI1",62.3,55,5.45,5.4,3.38
"49273",2090,0.54,"Ideal","G","VVS2",61.5,54,5.26,5.24,3.23
"49274",2090,0.54,"Ideal","G","VVS2",61,56,5.3,5.25,3.22
"49275",2090,0.54,"Ideal","G","VVS2",60.6,56,5.27,5.26,3.19
"49276",2090,0.54,"Ideal","G","VVS2",62.1,56,5.22,5.19,3.23
"49277",2090,0.54,"Ideal","G","VVS2",61.4,55,5.3,5.22,3.23
"49278",2090,0.54,"Ideal","G","VVS2",61.8,56,5.25,5.23,3.24
"49279",2090,0.54,"Premium","G","VVS2",60.5,55,5.28,5.24,3.18
"49280",2090,0.54,"Bueno","F","VS1",63.7,55,5.16,5.11,3.27
"49281",2091,0.6,"Ideal","G","VS1",61.3,60,5.39,5.41,3.31
"49282",2091,0.57,"Ideal","D","VS1",61.7,56,5.31,5.33,3.28
"49283",2092,0.52,"Muy bueno","E","VS1",58.9,64,5.23,5.3,3.1
"49284",2092,0.7,"Muy bueno","F","SI2",62.8,56,5.64,5.69,3.56
"49285",2092,0.52,"Ideal","F","VVS2",61.5,55,5.17,5.21,3.19
"49286",2092,0.7,"Ideal","G","SI2",62.4,56,5.65,5.67,3.53
"49287",2092,0.7,"Bueno","E","SI2",59.7,63,5.71,5.78,3.43
"49288",2092,0.7,"Regular","E","SI2",64.6,53,5.58,5.63,3.62
"49289",2093,0.73,"Muy bueno","I","SI2",63,58,5.71,5.75,3.61
"49290",2093,0.51,"Ideal","F","VVS2",62.6,57,5.1,5.13,3.2
"49291",539,0.26,"Muy bueno","E","VVS1",61.8,59,4.11,4.14,2.55
"49292",539,0.33,"Ideal","H","VS2",61.8,54,4.45,4.48,2.76
"49293",539,0.33,"Ideal","H","VS2",60.6,56,4.51,4.54,2.74
"49294",539,0.33,"Ideal","H","VS2",61.1,56,4.5,4.54,2.76
"49295",539,0.33,"Ideal","H","VS2",61,55,4.49,4.52,2.75
"49296",539,0.3,"Ideal","H","VS1",62.3,55.1,4.29,4.32,2.68
"49297",539,0.3,"Ideal","H","VS1",62.2,54,4.29,4.33,2.68
"49298",539,0.39,"Ideal","J","SI1",62.6,53,4.68,4.71,2.94
"49299",539,0.41,"Bueno","I","SI2",63.5,57,4.7,4.72,2.99
"49300",539,0.41,"Premium","I","SI2",61.6,59,4.76,4.79,2.94
"49301",539,0.31,"Bueno","H","VS1",64,59,4.25,4.28,2.73
"49302",540,0.32,"Muy bueno","G","SI1",62,58.5,4.36,4.41,2.72
"49303",540,0.32,"Ideal","I","VVS2",61.7,56,4.4,4.42,2.72
"49304",540,0.24,"Ideal","F","VVS2",61.4,59,4,4.05,2.47
"49305",540,0.24,"Ideal","F","VVS2",61.5,56,3.99,4.01,2.46
"49306",540,0.35,"Ideal","J","VVS1",62.1,53,4.53,4.55,2.82
"49307",540,0.3,"Ideal","I","VVS1",62.1,57,4.29,4.34,2.68
"49308",540,0.3,"Ideal","I","VVS1",61.8,54,4.32,4.35,2.68
"49309",540,0.3,"Ideal","I","VVS1",62.1,54,4.29,4.31,2.67
"49310",540,0.4,"Ideal","H","SI2",62.6,55,4.7,4.72,2.95
"49311",540,0.4,"Ideal","H","SI2",62.2,55,4.75,4.77,2.96
"49312",540,0.34,"Ideal","G","SI1",61.9,55,4.5,4.52,2.79
"49313",540,0.34,"Ideal","G","SI1",61.5,55,4.49,4.52,2.77
"49314",540,0.34,"Ideal","G","SI1",61.8,54,4.48,4.51,2.78
"49315",540,0.3,"Bueno","G","VVS2",57.9,61,4.4,4.42,2.56
"49316",540,0.32,"Ideal","G","SI2",63,56,4.35,4.32,2.73
"49317",540,0.32,"Premium","G","SI2",61.6,59,4.38,4.35,2.69
"49318",540,0.32,"Premium","G","SI2",62.4,59,4.4,4.35,2.73
"49319",540,0.32,"Ideal","G","SI2",62.5,55,4.4,4.37,2.74
"49320",540,0.32,"Muy bueno","F","SI2",63.5,56,4.37,4.35,2.77
"49321",2093,0.51,"Ideal","F","VVS2",61.2,56,5.17,5.19,3.17
"49322",2093,0.51,"Premium","F","VVS2",60.5,59,5.15,5.17,3.12
"49323",2093,0.72,"Muy bueno","J","VVS1",61.4,61,5.7,5.77,3.52
"49324",2093,0.51,"Ideal","F","VVS2",62.2,56,5.08,5.12,3.17
"49325",2093,0.51,"Ideal","F","VVS2",62.4,57,5.08,5.12,3.18
"49326",2093,0.75,"Muy bueno","H","SI2",62.2,58,5.77,5.83,3.61
"49327",2093,0.51,"Ideal","F","VVS2",61.2,56,5.17,5.19,3.17
"49328",2093,0.52,"Bueno","G","IF",59.8,57,5.24,5.27,3.14
"49329",2093,0.7,"Regular","D","SI1",66,56,5.45,5.52,3.62
"49330",2093,0.57,"Premium","D","VS1",60.9,57,5.43,5.37,3.29
"49331",2094,0.59,"Muy bueno","E","VS2",60.6,60,5.44,5.49,3.31
"49332",2094,0.6,"Muy bueno","G","VS1",61.9,56,5.41,5.45,3.36
"49333",2094,0.7,"Muy bueno","H","SI2",63.4,55,5.59,5.64,3.56
"49334",2095,0.79,"Bueno","I","SI1",63.9,55,5.85,5.8,3.72
"49335",2095,0.7,"Muy bueno","G","SI1",62.2,58,5.63,5.66,3.51
"49336",2095,0.57,"Ideal","G","VVS2",60.7,55,5.34,5.36,3.25
"49337",2095,0.57,"Ideal","G","VVS2",61.7,56,5.3,5.33,3.28
"49338",2095,0.57,"Ideal","G","VVS2",61.7,54,5.32,5.41,3.31
"49339",2095,0.79,"Muy bueno","I","SI1",63.3,57,5.86,5.83,3.7
"49340",2095,0.81,"Muy bueno","G","SI2",63.2,60,5.82,5.79,3.67
"49341",2095,0.58,"Premium","G","VVS2",59.7,59,5.45,5.4,3.24
"49342",2096,0.71,"Bueno","H","SI1",63.5,57,5.63,5.67,3.59
"49343",2096,0.71,"Bueno","H","SI1",63.1,57,5.61,5.65,3.55
"49344",2096,0.71,"Bueno","H","SI1",63.5,57,5.64,5.67,3.59
"49345",2096,0.71,"Muy bueno","H","SI1",62.5,60,5.68,5.75,3.57
"49346",2096,0.71,"Premium","H","SI1",62.1,58,5.72,5.75,3.56
"49347",2096,0.61,"Muy bueno","D","VS1",62.4,57,5.44,5.46,3.4
"49348",2096,0.71,"Premium","E","SI2",60.4,61,5.79,5.77,3.49
"49349",2096,0.57,"Ideal","F","VS2",60.7,56,5.37,5.41,3.27
"49350",2096,0.7,"Ideal","J","SI1",60.3,57,5.75,5.79,3.48
"49351",2096,0.7,"Ideal","J","SI1",61,56,5.69,5.82,3.51
"49352",2096,0.54,"Ideal","H","IF",60.9,57,5.26,5.31,3.22
"49353",2096,0.51,"Ideal","G","IF",62.4,54,5.12,5.17,3.21
"49354",2097,0.56,"Ideal","F","VS1",62.1,56,5.32,5.28,3.29
"49355",2098,0.71,"Muy bueno","F","SI2",59,58,5.84,5.89,3.46
"49356",2098,0.71,"Muy bueno","F","SI2",63.6,56,5.58,5.67,3.58
"49357",2098,0.71,"Muy bueno","I","SI1",62,56,5.69,5.72,3.54
"49358",2098,0.51,"Ideal","F","VVS2",61.8,56,5.13,5.16,3.18
"49359",2098,0.51,"Ideal","F","VVS2",61.7,56,5.14,5.16,3.18
"49360",2098,0.51,"Ideal","F","VVS2",61.9,56,5.09,5.14,3.16
"49361",2098,0.55,"Ideal","I","IF",60.1,56,5.33,5.38,3.22
"49362",2098,0.73,"Bueno","J","VS2",60.8,63,5.67,5.78,3.48
"49363",2098,1,"Bueno","F","I1",63.9,59,6.27,6.2,3.99
"49364",2099,0.53,"Premium","E","SI1",61.8,60,5.21,5.18,3.21
"49365",2099,0.72,"Ideal","J","VS2",61.4,57,5.76,5.8,3.55
"49366",2099,0.6,"Ideal","F","VS2",60.9,55,5.49,5.51,3.34
"49367",2099,0.57,"Ideal","D","VS2",61.7,56,5.3,5.37,3.29
"49368",2100,0.7,"Ideal","E","SI2",62.9,56,5.66,5.6,3.54
"49369",2100,0.7,"Muy bueno","F","SI1",63.2,56,5.61,5.5,3.51
"49370",2100,0.56,"Muy bueno","E","VVS2",62.6,57,5.25,5.23,3.28
"49371",2100,0.7,"Muy bueno","F","SI2",61.2,57,5.67,5.74,3.49
"49372",2100,0.5,"Ideal","D","VVS2",60.4,54,5.17,5.23,3.14
"49373",2100,0.81,"Ideal","J","SI2",62.2,57,5.95,5.92,3.69
"49374",2100,0.7,"Bueno","F","SI2",59,57,5.8,5.83,3.43
"49375",2100,0.54,"Premium","D","VS1",61.1,58,5.3,5.24,3.22
"49376",2100,0.7,"Regular","H","VS1",62,73,5.65,5.54,3.47
"49377",2100,0.7,"Premium","G","SI2",61.3,58,5.75,5.67,3.5
"49378",2100,0.5,"Ideal","E","VS2",60.5,56,5.18,5.16,3.13
"49379",2101,0.73,"Muy bueno","J","VS2",62.7,57,5.71,5.74,3.59
"49380",2101,0.73,"Ideal","J","VS2",62.3,55,5.74,5.78,3.59
"49381",2101,0.66,"Bueno","G","VS2",58.1,59.9,5.68,5.72,3.31
"49382",2102,0.55,"Muy bueno","F","VVS2",63.1,56,5.19,5.23,3.29
"49383",2102,0.51,"Muy bueno","G","IF",62.6,56,5.09,5.13,3.2
"49384",2102,0.48,"Ideal","E","VVS2",60.7,56,5.04,5.08,3.07
"49385",2102,0.75,"Regular","F","SI2",65.1,57,5.7,5.66,3.7
"49386",2102,0.62,"Premium","E","VS2",60,59,5.58,5.56,3.34
"49387",2102,0.73,"Premium","H","SI2",61.2,58,5.84,5.8,3.56
"49388",2103,0.71,"Regular","F","SI2",65.2,55.5,5.52,5.58,3.62
"49389",2103,0.57,"Ideal","D","VS2",61.8,56,5.34,5.31,3.29
"49390",2103,0.57,"Ideal","D","VS2",61.4,56,5.37,5.34,3.29
"49391",2103,0.59,"Ideal","D","VS2",61.9,56,5.39,5.34,3.32
"49392",2104,0.7,"Muy bueno","D","SI2",63.7,58,5.56,5.62,3.56
"49393",2104,0.71,"Muy bueno","G","SI1",62.3,57,5.7,5.76,3.57
"49394",2104,0.71,"Bueno","I","VS1",63.8,53,5.7,5.64,3.62
"49395",2104,0.71,"Regular","I","VS1",64.5,56,5.61,5.56,3.6
"49396",2104,0.75,"Ideal","J","VS2",61.2,56,5.86,5.9,3.6
"49397",2104,0.5,"Ideal","G","IF",61.5,56,5.11,5.14,3.15
"49398",2104,0.71,"Premium","I","VS1",61.9,58,5.76,5.71,3.55
"49399",2105,0.5,"Muy bueno","E","VVS2",62.6,59,5.02,5.05,3.15
"49400",2105,0.5,"Muy bueno","E","VVS2",61.5,59,5.08,5.1,3.13
"49401",2105,0.5,"Muy bueno","E","VVS2",62,55,5.08,5.11,3.16
"49402",2105,0.6,"Premium","G","VVS2",59.7,60,5.55,5.5,3.3
"49403",2105,0.6,"Ideal","G","VS1",61.3,57,5.4,5.47,3.33
"49404",2105,0.52,"Ideal","E","VS1",61.9,55,5.16,5.18,3.2
"49405",2105,0.58,"Premium","E","VS1",60.7,58,5.41,5.36,3.27
"49406",2106,0.5,"Muy bueno","E","VVS2",59.1,61,5.19,5.23,3.08
"49407",2106,0.75,"Muy bueno","H","SI2",60.4,60,5.89,5.93,3.57
"49408",2106,0.7,"Muy bueno","H","SI1",63.5,57,5.59,5.66,3.59
"49409",2106,0.74,"Ideal","J","VVS2",61.7,55,5.83,5.87,3.61
"49410",2106,0.7,"Muy bueno","G","SI1",61.8,56,5.7,5.76,3.54
"49411",2106,0.7,"Premium","G","SI1",62.2,58,5.69,5.76,3.56
"49412",2106,0.7,"Muy bueno","G","SI1",62.5,57,5.63,5.7,3.54
"49413",2106,0.7,"Muy bueno","I","VVS2",58.6,60,5.79,5.91,3.43
"49414",2106,0.7,"Muy bueno","G","SI1",62.1,58,5.66,5.7,3.53
"49415",2106,0.7,"Muy bueno","H","VS2",62.1,55,5.66,5.71,3.53
"49416",2106,0.63,"Ideal","D","VS2",61.1,55,5.6,5.56,3.41
"49417",2106,0.6,"Premium","D","SI1",62.8,61,5.41,5.33,3.37
"49418",2106,0.53,"Ideal","G","VVS1",61.4,57,5.21,5.18,3.19
"49419",2106,0.65,"Ideal","H","VS1",61.8,55,5.6,5.56,3.45
"49420",2107,0.55,"Ideal","E","VS1",62,56,5.27,5.24,3.26
"49421",2107,0.55,"Ideal","E","VS1",61.2,57,5.3,5.28,3.24
"49422",2107,0.77,"Ideal","F","SI2",62,56,5.92,5.86,3.65
"49423",2107,0.71,"Muy bueno","G","SI2",63.2,59,5.6,5.64,3.55
"49424",2107,0.7,"Muy bueno","H","SI1",62.2,56,5.64,5.67,3.52
"49425",2107,0.7,"Muy bueno","H","SI1",61.5,57,5.64,5.68,3.48
"49426",2107,0.7,"Muy bueno","H","SI1",61,58,5.67,5.7,3.47
"49427",2107,0.7,"Muy bueno","H","SI1",62.7,56,5.6,5.62,3.52
"49428",2107,0.7,"Premium","F","SI2",61.9,62,5.69,5.66,3.51
"49429",2107,0.7,"Premium","F","SI2",61.7,62,5.69,5.65,3.5
"49430",2107,0.7,"Ideal","J","VS1",61.4,55,5.72,5.75,3.53
"49431",2107,0.7,"Ideal","H","SI1",61.1,58,5.69,5.7,3.48
"49432",2107,0.7,"Ideal","H","SI1",61.9,57,5.66,5.69,3.51
"49433",2107,0.73,"Premium","H","SI1",62.2,57,5.8,5.77,3.6
"49434",2108,0.61,"Ideal","F","VS2",62.4,55,5.45,5.42,3.39
"49435",2108,1.01,"Muy bueno","G","I1",63.1,60,6.42,6.25,3.99
"49436",2109,0.72,"Muy bueno","I","VS2",61.8,60,5.72,5.76,3.55
"49437",2109,0.54,"Ideal","F","VVS2",61,57,5.26,5.3,3.22
"49438",2109,0.6,"Ideal","G","VS1",60.2,57,5.49,5.54,3.32
"49439",2109,0.7,"Bueno","F","SI2",60.6,61,5.71,5.77,3.48
"49440",2109,0.7,"Bueno","F","SI2",61.6,61,5.66,5.68,3.49
"49441",2109,0.74,"Premium","G","SI2",62.8,57,5.77,5.73,3.61
"49442",2110,0.57,"Ideal","E","VS1",61.3,57,5.34,5.37,3.28
"49443",2110,0.7,"Ideal","H","SI2",62.1,55,5.69,5.72,3.54
"49444",2110,0.7,"Ideal","H","SI2",61.6,54,5.71,5.75,3.53
"49445",2110,0.7,"Ideal","I","SI1",61.6,53,5.73,5.76,3.54
"49446",2110,0.7,"Ideal","I","SI1",61.9,58,5.66,5.68,3.51
"49447",2110,0.7,"Ideal","I","SI1",62.5,55,5.68,5.71,3.56
"49448",2110,0.7,"Ideal","I","SI1",62.5,55,5.7,5.73,3.57
"49449",2111,0.51,"Ideal","G","VVS1",61,57,5.17,5.16,3.15
"49450",2111,0.71,"Muy bueno","I","VS2",59.5,57,5.85,5.88,3.49
"49451",2111,0.75,"Muy bueno","F","SI2",58.6,60,5.99,6.03,3.52
"49452",2111,0.7,"Ideal","I","VS2",61.1,57,5.7,5.75,3.5
"49453",2111,0.71,"Ideal","I","SI1",62.6,54,5.68,5.73,3.57
"49454",2111,0.52,"Ideal","I","IF",60.9,57,5.17,5.21,3.16
"49455",2111,0.7,"Bueno","E","SI1",61.6,61,5.64,5.66,3.48
"49456",2111,0.51,"Ideal","G","VVS1",62.6,57,5.14,5.08,3.2
"49457",2111,0.51,"Ideal","G","VVS1",62.3,55,5.14,5.1,3.19
"49458",2111,0.51,"Premium","G","VVS1",60.1,56,5.35,5.16,3.16
"49459",2112,0.6,"Muy bueno","E","VS1",60.9,58,5.43,5.48,3.32
"49460",2112,0.71,"Premium","H","SI1",62.4,59,5.65,5.6,3.51
"49461",2112,0.6,"Ideal","E","VS2",62,56,5.4,5.43,3.36
"49462",2112,0.71,"Regular","H","SI1",65.1,56,5.63,5.55,3.64
"49463",2112,0.72,"Ideal","H","SI2",61.4,55,5.81,5.78,3.56
"49464",2112,0.72,"Ideal","J","VS1",62.7,57,5.74,5.71,3.59
"49465",2112,1,"Regular","I","I1",65.4,57,6.28,6.2,4.08
"49466",2112,0.55,"Premium","E","VS2",59.7,57,5.39,5.36,3.21
"49467",2113,0.52,"Muy bueno","G","VVS1",61.1,58,5.19,5.22,3.18
"49468",2113,0.54,"Muy bueno","D","VS2",60.7,57,5.24,5.29,3.2
"49469",2113,0.47,"Ideal","E","VVS2",61.6,56,4.97,5.01,3.07
"49470",2113,0.47,"Ideal","F","VVS1",61.6,56,5,5.02,3.09
"49471",2113,0.7,"Ideal","H","SI1",62.1,56,5.74,5.67,3.54
"49472",2114,0.64,"Muy bueno","E","VS2",63.4,54,5.52,5.49,3.49
"49473",2114,0.68,"Muy bueno","G","VS1",60.7,58,5.68,5.75,3.47
"49474",2114,0.72,"Muy bueno","G","SI2",60.6,57,5.79,5.86,3.53
"49475",2114,0.72,"Muy bueno","G","SI2",60.6,61,5.73,5.79,3.49
"49476",2115,0.5,"Muy bueno","D","VVS2",61.7,59,5.02,5.09,3.12
"49477",2115,0.72,"Premium","G","SI2",62.6,60,5.7,5.65,3.55
"49478",2115,0.54,"Muy bueno","F","VVS2",63.2,54,5.2,5.18,3.28
"49479",2115,0.61,"Ideal","E","VS2",59.7,57,5.57,5.52,3.31
"49480",2115,0.75,"Bueno","G","SI2",63.9,62,5.66,5.61,3.6
"49481",2116,0.78,"Bueno","I","SI1",63.1,56,5.82,5.88,3.69
"49482",2116,0.52,"Ideal","E","VVS2",62.3,57,5.12,5.15,3.2
"49483",2116,0.55,"Ideal","G","VVS1",62.6,56,5.24,5.27,3.29
"49484",2116,0.7,"Bueno","E","SI2",61,64,5.63,5.69,3.45
"49485",2117,0.7,"Regular","I","VS2",64.7,60,5.55,5.49,3.57
"49486",2117,0.7,"Muy bueno","G","SI1",63.2,58,5.64,5.6,3.55
"49487",2117,0.7,"Bueno","G","SI1",63.8,59,5.62,5.58,3.57
"49488",2117,0.58,"Ideal","F","VS1",60.6,55,5.41,5.48,3.3
"49489",2117,0.7,"Bueno","H","SI1",65,57,5.52,5.59,3.61
"49490",2117,0.7,"Bueno","I","VS2",63.6,58,5.59,5.57,3.55
"49491",2117,0.56,"Ideal","E","VS1",61.8,55,5.33,5.28,3.28
"49492",2117,0.56,"Ideal","E","VS1",61.1,56,5.34,5.29,3.25
"49493",2117,0.56,"Ideal","E","VS1",61.8,56,5.33,5.28,3.28
"49494",2117,0.7,"Muy bueno","G","SI2",63.2,57,5.7,5.66,3.59
"49495",2117,0.7,"Regular","G","SI2",65.2,56,5.63,5.54,3.64
"49496",2117,1,"Regular","J","SI2",69.9,61,6.13,5.86,4.23
"49497",2117,0.7,"Regular","I","VVS2",64.7,55,5.62,5.51,3.6
"49498",2118,0.56,"Ideal","H","VVS2",61.8,56,5.28,5.33,3.28
"49499",2119,0.56,"Ideal","F","VVS2",61,56,5.33,5.35,3.26
"49500",2119,0.55,"Ideal","F","VS1",60.5,57,5.3,5.34,3.22
"49501",2119,0.55,"Ideal","F","VS1",61.8,55,5.28,5.3,3.27
"49502",2119,0.55,"Ideal","D","VS1",61.8,55,5.29,5.32,3.28
"49503",2120,0.76,"Muy bueno","I","SI1",62,58,5.84,5.9,3.64
"49504",2120,0.55,"Ideal","H","IF",61.5,55,5.25,5.29,3.25
"49505",2120,0.55,"Ideal","H","IF",61.9,56,5.26,5.34,3.26
"49506",2120,0.61,"Bueno","F","VS1",60.6,60.3,5.46,5.51,3.32
"49507",2120,0.71,"Bueno","E","SI2",58.8,63,5.75,5.88,3.42
"49508",2120,0.7,"Regular","G","SI1",56.6,61,5.86,5.95,3.34
"49509",2121,0.5,"Muy bueno","F","VVS1",62.2,57,5.03,5.07,3.14
"49510",2121,0.73,"Ideal","J","VS1",62,53,5.78,5.82,3.6
"49511",2121,0.7,"Bueno","F","SI1",63.8,58,5.56,5.67,3.58
"49512",2121,0.7,"Bueno","G","SI1",64,57,5.63,5.58,3.59
"49513",2121,0.7,"Regular","F","SI1",66,56,5.59,5.56,3.68
"49514",2122,0.8,"Ideal","H","SI2",62.4,57,5.91,5.83,3.66
"49515",2122,0.5,"Muy bueno","F","VVS1",61.1,55,5.14,5.18,3.15
"49516",2122,0.75,"Premium","I","SI1",62.5,58,5.77,5.82,3.62
"49517",2122,0.73,"Ideal","I","SI1",62,56,5.75,5.8,3.58
"49518",2122,0.57,"Ideal","D","VS1",61.5,54,5.36,5.38,3.3
"49519",2122,0.71,"Ideal","H","SI2",61.5,56,5.71,5.74,3.52
"49520",2122,0.71,"Ideal","H","SI2",62.1,57,5.68,5.76,3.55
"49521",2123,0.61,"Muy bueno","H","VS1",60.1,56,5.55,5.59,3.35
"49522",2123,0.72,"Muy bueno","J","SI1",57.6,63,5.89,5.95,3.41
"49523",2123,0.71,"Muy bueno","E","SI2",62.1,57,5.71,5.76,3.56
"49524",2123,0.54,"Ideal","G","VVS1",61.8,55,5.24,5.27,3.25
"49525",2123,0.54,"Muy bueno","G","VVS1",60.7,56,5.25,5.3,3.2
"49526",2123,0.54,"Ideal","G","VVS1",62.2,56,5.2,5.22,3.24
"49527",2123,0.71,"Muy bueno","D","SI2",59.7,60,5.79,5.84,3.47
"49528",2123,0.52,"Ideal","F","VS1",61.3,56,5.19,5.22,3.19
"49529",2124,0.59,"Premium","F","SI1",62.2,60,5.37,5.33,3.33
"49530",2124,0.59,"Muy bueno","F","SI1",63.1,57,5.39,5.36,3.39
"49531",2124,0.61,"Bueno","E","VS2",60.8,59,5.41,5.48,3.31
"49532",2124,0.6,"Premium","E","VS2",59.3,60,5.51,5.46,3.25
"49533",2125,0.6,"Ideal","D","VS2",60.4,57,5.53,5.49,3.33
"49534",2125,0.78,"Muy bueno","H","SI2",62.9,55,5.83,5.87,3.68
"49535",2125,0.59,"Ideal","G","VVS2",62.7,56,5.33,5.36,3.35
"49536",2125,0.59,"Ideal","G","VVS2",62.6,57,5.33,5.37,3.35
"49537",2125,0.71,"Bueno","F","SI1",64.3,57,5.62,5.55,3.59
"49538",2125,0.72,"Muy bueno","E","SI2",59.4,63,5.87,5.82,3.47
"49539",2125,0.72,"Regular","E","SI2",68.4,64,5.38,5.32,3.66
"49540",2125,0.72,"Premium","E","SI2",61.7,58,5.79,5.74,3.56
"49541",2125,0.7,"Regular","E","SI1",65.1,56,5.49,5.41,3.55
"49542",2126,0.72,"Muy bueno","F","SI2",58.5,60,5.86,5.93,3.45
"49543",2127,0.63,"Muy bueno","H","VVS1",62,57,5.47,5.5,3.4
"49544",2127,0.7,"Bueno","F","SI1",63.1,56,5.63,5.66,3.56
"49545",2127,0.71,"Premium","I","VS2",62.7,59,5.66,5.69,3.56
"49546",2128,0.54,"Muy bueno","G","IF",62.5,58,5.19,5.27,3.27
"49547",2129,0.7,"Muy bueno","I","VS1",63.1,54,5.61,5.67,3.56
"49548",2129,0.77,"Muy bueno","H","SI2",63.6,58,5.77,5.81,3.68
"49549",2129,0.71,"Muy bueno","F","SI2",59.5,58,5.82,5.87,3.48
"49550",2129,0.59,"Ideal","G","VS1",61.3,55,5.42,5.44,3.33
"49551",2129,0.55,"Ideal","G","VVS2",62.5,56,5.25,5.22,3.27
"49552",2129,0.55,"Ideal","G","VVS2",62,57,5.26,5.22,3.25
"49553",2129,0.55,"Ideal","G","VVS2",61.9,56,5.27,5.23,3.25
"49554",2129,0.77,"Premium","G","SI2",61.3,58,5.94,5.88,3.62
"49555",2129,0.91,"Regular","I","SI2",65,58,6.05,6.02,3.92
"49556",2129,0.81,"Premium","J","VS2",60.6,60,6.04,6,3.65
"49557",2130,0.71,"Bueno","F","SI2",64.1,60,0,0,0
"49558",2130,0.71,"Bueno","F","SI2",64.1,60,0,0,0
"49559",2130,0.6,"Muy bueno","G","VVS2",62.2,56,5.39,5.42,3.36
"49560",2130,0.78,"Muy bueno","I","SI2",60.6,60,5.91,5.93,3.59
"49561",2131,0.67,"Muy bueno","G","VS2",59.4,59.4,5.71,5.8,3.41
"49562",2131,0.67,"Muy bueno","G","VS2",61.7,59.7,5.56,5.61,3.45
"49563",2131,0.7,"Muy bueno","F","SI2",62.9,56,5.68,5.71,3.58
"49564",2131,0.53,"Ideal","F","VVS2",61.6,55,5.21,5.24,3.22
"49565",2131,0.66,"Ideal","H","VS1",61,57,5.61,5.66,3.43
"49566",2131,0.6,"Ideal","G","VS1",61.6,56,5.44,5.47,3.36
"49567",2131,0.72,"Ideal","H","SI2",61.5,56,5.8,5.75,3.55
"49568",2131,0.62,"Bueno","F","VVS2",59.9,62,5.51,5.53,3.3
"49569",2131,0.67,"Bueno","G","VS2",57.5,60.1,5.78,5.83,3.34
"49570",2131,0.71,"Bueno","H","SI1",58.3,61,5.84,5.79,3.39
"49571",2131,0.72,"Regular","I","VVS2",65.7,57,5.56,5.64,3.68
"49572",2131,0.64,"Premium","F","VS2",62.2,55,5.53,5.5,3.43
"49573",2131,0.74,"Premium","G","SI1",58.3,58,5.97,5.93,3.47
"49574",2131,0.59,"Ideal","G","VVS2",61,57,5.44,5.41,3.31
"49575",2132,0.5,"Muy bueno","E","VVS2",61.5,60,5.04,5.08,3.11
"49576",2132,0.78,"Muy bueno","I","SI2",62.5,58,5.82,5.89,3.66
"49577",2132,0.58,"Ideal","G","VVS2",61.9,57,5.33,5.36,3.31
"49578",2132,0.55,"Ideal","G","VS1",62.2,54,5.27,5.24,3.27
"49579",2133,0.58,"Ideal","G","VVS2",61.8,56,5.35,5.36,3.31
"49580",2133,0.83,"Regular","H","SI2",65.1,59,5.84,5.81,3.79
"49581",2133,0.55,"Ideal","D","VS2",61.7,55,5.27,5.29,3.26
"49582",2133,0.55,"Ideal","H","IF",61.7,55,5.27,5.29,3.26
"49583",2134,0.71,"Muy bueno","F","SI2",59.2,60,5.85,5.91,3.48
"49584",2134,0.65,"Premium","D","SI1",60.5,58,5.61,5.57,3.38
"49585",2134,1.04,"Regular","F","I1",65.4,60,6.39,6.3,4.15
"49586",2135,0.7,"Muy bueno","H","SI2",62,59,5.68,5.7,3.53
"49587",2135,0.58,"Ideal","G","VVS2",61.6,56,5.37,5.4,3.31
"49588",2135,0.7,"Premium","E","SI2",62,55,5.65,5.61,3.49
"49589",2135,0.7,"Premium","E","SI2",59.8,61,5.76,5.74,3.44
"49590",2135,0.56,"Ideal","H","IF",61.3,56,5.32,5.35,3.27
"49591",2136,0.53,"Muy bueno","G","VVS1",58.9,60,5.23,5.3,3.1
"49592",2136,0.72,"Muy bueno","J","VS1",62.3,57,5.73,5.77,3.58
"49593",2136,0.7,"Muy bueno","I","SI1",62.2,58,5.63,5.66,3.51
"49594",2136,0.72,"Ideal","J","VVS2",60.9,58,5.74,5.78,3.51
"49595",2136,0.71,"Ideal","G","SI1",61.4,57,5.76,5.8,3.55
"49596",2137,0.71,"Muy bueno","G","VS2",63.5,59,5.67,5.63,3.59
"49597",2137,0.71,"Muy bueno","I","VVS2",61.9,58,5.72,5.75,3.55
"49598",2137,0.7,"Muy bueno","H","VS2",63.2,57,5.58,5.62,3.54
"49599",2137,0.71,"Muy bueno","G","SI1",63.2,58,5.58,5.68,3.56
"49600",2137,0.71,"Premium","F","SI2",60.2,60,5.8,5.77,3.48
"49601",2137,0.52,"Ideal","F","VVS2",60.6,56,5.22,5.24,3.17
